7841,6064,6627,3509,8655,6627
3509,6661,3509,8655,4436,6627
7841,6064,2184,4436,1789,6627
7841,6064,1912,1789,2184,1245
7841,6064,3194,5840,1912,4436
8655,6661,2132,2045,3194,1789
8655,363,4436,1912,1789,2184
4436,7551,1789,3194,5840,1912
1789,5651,9903,2132,2045,3194
5840,363,4436,1912,1789,2132
